,precursor_ids,target,doi,year,type
871,"['Al2O3', 'MnO2', 'TiO2']",Ti0.1MnAl1.8O4.9,10.1007/s10854-017-8151-4,2018,test
872,"['Al2O3', 'CaCO3', 'Mo7H24(NO4)6']",Ca8Mo2Al12O32,10.1007/s10854-017-8153-2,2018,test
873,"['La2O3', 'SrCO3']",SrLa2O4,10.1007/s10854-017-8189-3,2018,test
874,"['Eu2O3', 'La2O3', 'SrCO3']",SrEu0.04La1.96O4,10.1007/s10854-017-8189-3,2018,test
875,"['Eu2O3', 'La2O3', 'SrCO3']",SrEu0.08La1.92O4,10.1007/s10854-017-8189-3,2018,test
876,"['Eu2O3', 'La2O3', 'SrCO3']",SrEu0.12La1.88O4,10.1007/s10854-017-8189-3,2018,test
877,"['Eu2O3', 'La2O3', 'SrCO3']",SrEu0.16La1.84O4,10.1007/s10854-017-8189-3,2018,test
878,"['BaCO3', 'Fe2O3', 'V2O5']",BaV7FeO20,10.1007/s10854-017-8191-9,2018,test
879,"['Gd2O3', 'MgO', 'TiO2']",MgGd1.98TiO6,10.1007/s10854-017-8356-6,2018,test
880,"['Gd2O3', 'MgO', 'TiO2']",MgGd1.9TiO6,10.1007/s10854-017-8356-6,2018,test
881,"['Gd2O3', 'MgO', 'TiO2']",MgGd1.8TiO6,10.1007/s10854-017-8356-6,2018,test
882,"['Gd2O3', 'MgO', 'TiO2']",MgGd1.7TiO6,10.1007/s10854-017-8356-6,2018,test
883,"['Gd2O3', 'MgO', 'TiO2']",MgGd1.6TiO6,10.1007/s10854-017-8356-6,2018,test
884,"['Gd2O3', 'MgO', 'TiO2']",MgGd1.4TiO6,10.1007/s10854-017-8356-6,2018,test
885,"['Gd2O3', 'MgO', 'TiO2']",MgGdTiO6,10.1007/s10854-017-8356-6,2018,test
886,"['Nd2O3', 'TiO2', 'WO3']",NdTi0.5W0.5O4,10.1007/s10854-017-8424-y,2018,test
887,"['Bi2O3', 'CoO', 'MnO2']",MnCoBi2O6,10.1007/s10854-017-8432-y,2018,test
888,"['Bi2O3', 'MnO2', 'Pr6O11', 'SrCO3']",Sr0.4Pr0.4MnBi0.2O3,10.1007/s10854-018-0126-6,2018,test
889,"['Bi2O3', 'MnO2', 'Pr6O11', 'SrCO3']",Sr0.4Pr0.37MnBi0.23O3,10.1007/s10854-018-0126-6,2018,test
890,"['Bi2O3', 'MnO2', 'Pr6O11', 'SrCO3']",Sr0.4Pr0.35MnBi0.25O3,10.1007/s10854-018-0126-6,2018,test
891,"['Bi2O3', 'Mn2O3', 'PbO', 'SrCO3']",Sr2MnPbBiO6,10.1007/s10854-018-0128-4,2018,test
892,"['BaCO3', 'Bi2O3', 'TiO2', 'Yb2O3']",BaYbTiBiO6,10.1007/s10854-018-0132-8,2018,test
893,"['BaCO3', 'SiO2', 'Y2O3']",BaY1.79Si3O10,10.1007/s10854-018-0133-7,2018,test
894,"['BaCO3', 'SiO2', 'Y2O3']",BaY1.74Si3O10,10.1007/s10854-018-0133-7,2018,test
895,"['Bi2O3', 'Eu2O3', 'Fe3O4']",Eu2Fe4Bi2O12,10.1007/s10854-018-0238-z,2018,test
896,"['Al2O3', 'CaCO3', 'Sm2O3', 'TiO2']",Ca0.65Sm0.35Ti0.65Al0.35O3,10.1007/s10854-018-0270-z,2018,test
897,"['Fe2O3', 'Li2CO3', 'Mn3O4', 'TiO2', 'ZnO']",Li0.42Ti0.11Mn0.1Fe2.1Zn0.27O4,10.1007/s10854-018-8561-y,2018,test
898,"['B2O3', 'V2O5', 'ZnO']",V2ZnB2O9,10.1007/s10854-018-8561-y,2018,test
899,"['Bi2O3', 'CaCO3', 'Eu2O3', 'V2O5']",Ca2Eu0.02VBi0.98O6,10.1007/s10854-018-8564-8,2018,test
900,"['Bi2O3', 'CaCO3', 'Eu2O3', 'V2O5']",Ca2Eu0.18VBi0.82O6,10.1007/s10854-018-8564-8,2018,test
901,"['Li2CO3', 'WO3']",Li4WO5,10.1007/s10854-018-8619-x,2018,test
902,"['Eu2O3', 'Si3N4', 'SiO2']",EuSi2N2O2,10.1007/s10854-018-8623-1,2018,test
903,"['Bi2O3', 'Ho2O3', 'ZnO', 'ZrO2']",HoZrZnBiO6,10.1007/s10854-018-8667-2,2018,test
904,"['Bi2O3', 'CuO', 'Ho2O3', 'TiO2']",HoTiCuBiO6,10.1007/s10854-018-8667-2,2018,test
905,"['SiO2', 'Tb4O7']",Tb0.06SiO4,10.1007/s10854-018-8710-3,2018,test
906,"['B2O3', 'Li2CO3', 'ZnO']",Li7ZnB11O21,10.1007/s10854-018-8816-7,2018,test
907,"['Al2O3', 'EuF3', 'LaF3', 'Na2O', 'SiO2']",Na0.1176La0.1294Eu0.0059Al0.2353Si0.2941O1F0.4059,10.1007/s10854-018-8885-7,2018,test
908,"['Al2O3', 'CaF2', 'EuF3', 'SiO2']",Ca0.2156Eu0.0063Al0.25Si0.3125O1F0.45,10.1007/s10854-018-8885-7,2018,test
909,"['Al2O3', 'CaCO3', 'CuO', 'TiO2', 'ZnO']",CaTi4Cu2.9Zn0.1Al2O15,10.1007/s10854-018-8953-z,2018,test
910,"['CaCO3', 'Gd2O3', 'SiO2']",Ca2Gd7.96Si6O26,10.1007/s10854-018-9312-9,2018,test
911,"['CaCO3', 'Gd2O3', 'SiO2']",Ca2Gd7.92Si6O26,10.1007/s10854-018-9312-9,2018,test
912,"['CaCO3', 'Gd2O3', 'SiO2']",Ca2Gd7.76Si6O26,10.1007/s10854-018-9312-9,2018,test
913,"['CaCO3', 'Gd2O3', 'SiO2']",Ca2Gd7.2Si6O26,10.1007/s10854-018-9312-9,2018,test
914,"['CaCO3', 'Gd2O3', 'SiO2']",Ca2Gd7.12Si6O26,10.1007/s10854-018-9312-9,2018,test
915,"['CaCO3', 'Gd2O3', 'SiO2']",Ca2Gd7.04Si6O26,10.1007/s10854-018-9312-9,2018,test
916,"['CaCO3', 'Gd2O3', 'SiO2']",Ca2Gd6.8Si6O26,10.1007/s10854-018-9312-9,2018,test
917,"['CaCO3', 'Gd2O3', 'SiO2']",Ca2Gd6.4Si6O26,10.1007/s10854-018-9312-9,2018,test
918,"['CaCO3', 'Gd2O3', 'SiO2']",Ca2Gd6Si6O26,10.1007/s10854-018-9312-9,2018,test
919,"['Al', 'Fe', 'Si']",Fe3Al2.7Si2.3,10.1007/s10973-017-6621-9,2018,test
920,"['Cr2O3', 'La2O3', 'Nd2O3']",Nd0.5La0.5CrO3,10.1007/s11581-017-2220-9,2018,test
921,"['Cr2O3', 'Fe2O3', 'La2O3', 'Nd2O3']",Nd0.5La0.5Cr0.8Fe0.2O3,10.1007/s11581-017-2220-9,2018,test
922,"['Cr2O3', 'Fe2O3', 'La2O3', 'Nd2O3']",Nd0.5La0.5Cr0.6Fe0.4O3,10.1007/s11581-017-2220-9,2018,test
923,"['Cr2O3', 'Fe2O3', 'La2O3', 'Nd2O3']",Nd0.5La0.5Cr0.4Fe0.6O3,10.1007/s11581-017-2220-9,2018,test
924,"['Cr2O3', 'Fe2O3', 'La2O3', 'Nd2O3']",Nd0.5La0.5Cr0.2Fe0.8O3,10.1007/s11581-017-2220-9,2018,test
925,"['Fe2O3', 'La2O3', 'Nd2O3']",Nd0.5La0.5FeO3,10.1007/s11581-017-2220-9,2018,test
926,"['Bi2O3', 'La(HO)3', 'Li2CO3', 'ZrO2']",Li6La3ZrBiO12,10.1007/s11581-018-2464-z,2018,test
927,"['Cu', 'Ti']",Ti75Cu25,10.1007/s11661-018-4953-0,2018,test
928,"['Cu', 'Ti']",Ti95Cu5,10.1007/s11661-018-4953-0,2018,test
929,"['CaCO3', 'Fe2O3', 'SiO2']",CaFe2SiO6,10.1007/s11663-017-1151-1,2018,test
930,"['Ag', 'Cu', 'Sn']",Ag30Cu10Sn,10.1007/s11665-017-2930-1,2018,test
931,"['Ag', 'Cu', 'Sn']",Ag27Cu17Sn,10.1007/s11665-017-2930-1,2018,test
932,"['Ag', 'Cu']",Ag44Cu,10.1007/s11665-017-2930-1,2018,test
933,"['Nb', 'Sn', 'Ti']",Ti35Nb4Sn,10.1007/s11665-018-3380-0,2018,test
934,"['Al', 'Co', 'Cr', 'Fe', 'Ni']",CrFeCoNi2.1Al,10.1007/s11665-018-3430-7,2018,test
935,"['CaCO3', 'CeO2', 'Gd2O3', 'Y2O3']",Ca0.02Gd0.06Ce0.9Y0.02O2,10.1007/s11837-018-2928-7,2018,test
936,"['CeO2', 'Gd2O3', 'La2O3', 'Y2O3']",Gd0.06Ce0.9La0.02Y0.02O2,10.1007/s11837-018-2928-7,2018,test
937,"['CeO2', 'Gd2O3', 'SrCO3', 'Y2O3']",Sr0.02Gd0.06Ce0.9Y0.02O2,10.1007/s11837-018-2928-7,2018,test
938,"['CeO2', 'Fe2O3', 'Gd2O3', 'Y2O3']",Gd0.06Ce0.9Y0.02Fe0.02O2,10.1007/s11837-018-2928-7,2018,test
939,"['Bi', 'BiBr3', 'Te']",BiTeBr,10.1007/s12598-018-1027-9,2018,test
940,"['Bi', 'Cu', 'Se', 'Te']",Cu0.01Bi2Te2.3Se0.7,10.1007/s13391-018-0021-6,2018,test
941,"['Bi', 'Cu', 'Se', 'Te']",Cu0.01Bi2Te2.4Se0.7,10.1007/s13391-018-0021-6,2018,test
942,"['Bi', 'Cu', 'Se', 'Te']",Cu0.01Bi2Te2.6Se0.7,10.1007/s13391-018-0021-6,2018,test
943,"['Bi', 'Cu', 'Se', 'Te']",Cu0.01Bi2Te2.8Se0.7,10.1007/s13391-018-0021-6,2018,test
944,"['Bi', 'Cu', 'Se', 'Te']",Cu0.01Bi2Te3Se0.7,10.1007/s13391-018-0021-6,2018,test
945,"['Mg', 'Y', 'Zn']",Mg85Y9Zn6,10.1016/j.actamat.2017.12.053,2018,test
946,"['Ag', 'Ge', 'Sb', 'Te']",Ag0.1304Ge0.7391Sb0.1304Te1,10.1016/j.actamat.2018.07.050,2018,test
947,"['Ce', 'Ce(NO3)3', 'Pr(NO3)3']",PrCe,10.1016/j.apcata.2018.05.034,2018,test
948,"['Ce', 'Ce(NO3)3', 'Mn(NO3)2']",CeMn,10.1016/j.apcata.2018.05.034,2018,test
949,"['Cs2CO3', 'TiO2', 'ZnO']",Cs0.7Ti1.65Zn0.35O4,10.1016/j.apcatb.2017.10.069,2018,test
950,"['Bi2O3', 'Fe2O3', 'La2O3', 'TiO2']",La0.75Ti2.75Fe0.25Bi3.25O12,10.1016/j.apsusc.2017.06.195,2018,test
951,"['MgO', 'Nb2O5']",MgNb2O5,10.1016/j.apsusc.2017.09.077,2018,test
952,"['Mo', 'Ti']",Ti7.5Mo,10.1016/j.apsusc.2018.05.189,2018,test
953,"['Eu2O3', 'Lu2O3', 'MoO3']",Lu1.9Eu0.1MoO6,10.1016/j.apt.2017.10.008,2018,test
954,"['Fe', 'Mn', 'P']",Mn0.3Fe1.7P,10.1016/j.apt.2017.11.009,2018,test
955,"['Fe', 'Mn', 'P']",Mn0.5Fe1.5P,10.1016/j.apt.2017.11.009,2018,test
956,"['Fe', 'Mn', 'P']",Mn0.8Fe1.2P,10.1016/j.apt.2017.11.009,2018,test
957,"['Fe', 'Mn', 'P']",Mn1.5Fe0.5P,10.1016/j.apt.2017.11.009,2018,test
958,"['Fe2O3', 'Li2CO3']",Li2Fe6O10,10.1016/j.catcom.2017.12.002,2018,test
959,"['La', 'Ni', 'Y']",LaY2Ni9,10.1016/j.cattod.2018.08.016,2018,test
960,"['La', 'Mg', 'Ni', 'Y']",Mg0.25LaY1.75Ni9,10.1016/j.cattod.2018.08.016,2018,test
961,"['La', 'Mg', 'Ni', 'Y']",Mg0.5LaY1.5Ni9,10.1016/j.cattod.2018.08.016,2018,test
962,"['La', 'Mg', 'Ni', 'Y']",Mg0.75LaY1.25Ni9,10.1016/j.cattod.2018.08.016,2018,test
963,"['La', 'Mg', 'Ni', 'Y']",MgLaYNi9,10.1016/j.cattod.2018.08.016,2018,test
964,"['CaCO3', 'CaPHO4', 'SiO2']",Ca9Si3P2O20,10.1016/j.ceramint.2017.09.208,2018,test
965,"['Bi2O3', 'La2O3', 'Na2CO3', 'TiO2']",Na0.5La0.5Ti7Bi8O27,10.1016/j.ceramint.2017.10.030,2018,test
966,"['BaCO3', 'Eu2O3', 'La2O3', 'MgO', 'Nb2O5']",BaMgEu0.05La0.95NbO6,10.1016/j.ceramint.2017.10.130,2018,test
967,"['BaCO3', 'Eu2O3', 'La2O3', 'MgO', 'Nb2O5']",BaMgEu0.1La0.9NbO6,10.1016/j.ceramint.2017.10.130,2018,test
968,"['BaCO3', 'Eu2O3', 'La2O3', 'MgO', 'Nb2O5']",BaMgEu0.3La0.7NbO6,10.1016/j.ceramint.2017.10.130,2018,test
969,"['BaCO3', 'Eu2O3', 'La2O3', 'MgO', 'Nb2O5']",BaMgEu0.5La0.5NbO6,10.1016/j.ceramint.2017.10.130,2018,test
970,"['BaCO3', 'Eu2O3', 'La2O3', 'MgO', 'Nb2O5']",BaMgEu0.7La0.3NbO6,10.1016/j.ceramint.2017.10.130,2018,test
971,"['BaCO3', 'Eu2O3', 'La2O3', 'MgO', 'Nb2O5']",BaMgEu0.9La0.1NbO6,10.1016/j.ceramint.2017.10.130,2018,test
972,"['BaCO3', 'Eu2O3', 'MgO', 'Nb2O5']",BaMgEuNbO6,10.1016/j.ceramint.2017.10.130,2018,test
973,"['BaCO3', 'La2O3', 'MgO', 'Nb2O5']",BaMgLaNbO6,10.1016/j.ceramint.2017.10.130,2018,test
974,"['Gd2O3', 'MoO3', 'PdO', 'RuO2', 'ZrO2']",Gd0.075Zr0.2852Mo0.0836Ru0.0176Pd0.0308O1,10.1016/j.ceramint.2018.04.254,2018,test
975,"['Gd2O3', 'MoO3', 'PdO', 'RuO2', 'ZrO2']",Gd10.685Zr28.924Mo4.734RuPd1.745O91.825,10.1016/j.ceramint.2018.04.254,2018,test
976,"['Li2CO3', 'Mn2O3', 'Nb2O5']",Li1.3Nb0.3Mn0.4O2,10.1038/s41467-018-07080-6,2018,test
977,"['LiF', 'MgO', 'NaF', 'SiO2']",Na2Li2Mg24Si8O20F4,10.1016/j.clay.2018.03.036,2018,test
978,"['Al', 'Ce', 'Pt']",Ce5Pt10Al85,10.1016/j.corsci.2018.02.030,2018,test
979,"['Al', 'Ce', 'Pt']",Ce9Pt6Al85,10.1016/j.corsci.2018.02.030,2018,test
980,"['Al', 'Pt']",Pt15Al85,10.1016/j.corsci.2018.02.030,2018,test
981,"['Al', 'Ce', 'Pt']",Ce7Pt8Al85,10.1016/j.corsci.2018.02.030,2018,test
982,"['Cu', 'Ti']",Ti20Cu80,10.1016/j.corsci.2018.03.049,2018,test
983,"['Al', 'Cr', 'Mg', 'Ni']",MgCrNiAl,10.1016/j.corsci.2018.08.004,2018,test
984,"['Al', 'Ni', 'Y']",Y5Ni9Al86,10.1016/j.corsci.2018.08.046,2018,test
985,"['SrCO3', 'Ta2O5']",Sr5Ta4O15,10.1016/j.displa.2018.03.001,2018,test
986,"['Pr6O11', 'SrCO3', 'Ta2O5']",Sr4.985Pr0.015Ta4O15,10.1016/j.displa.2018.03.001,2018,test
987,"['Pr6O11', 'SrCO3', 'Ta2O5']",Sr4.975Pr0.025Ta4O15,10.1016/j.displa.2018.03.001,2018,test
988,"['Pr6O11', 'SrCO3', 'Ta2O5']",Sr4.96Pr0.04Ta4O15,10.1016/j.displa.2018.03.001,2018,test
989,"['Pr6O11', 'SrCO3', 'Ta2O5']",Sr4.95Pr0.05Ta4O15,10.1016/j.displa.2018.03.001,2018,test
990,"['Pr6O11', 'SrCO3', 'Ta2O5']",Sr4.925Pr0.075Ta4O15,10.1016/j.displa.2018.03.001,2018,test
991,"['Pr6O11', 'SrCO3', 'Ta2O5']",Sr4.9Pr0.1Ta4O15,10.1016/j.displa.2018.03.001,2018,test
992,"['Pr6O11', 'SrCO3', 'Ta2O5']",Sr4.85Pr0.15Ta4O15,10.1016/j.displa.2018.03.001,2018,test
993,"['LiCO3', 'SrCO3', 'VH4NO3']",LiSrVO4,10.1016/j.dyepig.2017.12.059,2018,test
994,"['Eu2O3', 'LiCO3', 'SrCO3', 'VH4NO3']",LiSr0.98Eu0.02VO4,10.1016/j.dyepig.2017.12.059,2018,test
995,"['CaCO3', 'GeO2', 'Na2CO3', 'SnO2']",Na2Ca0.988Sn2Ge3O12,10.1016/j.dyepig.2018.03.018,2018,test
996,"['CaCO3', 'GeO2', 'Na2CO3', 'SnO2']",Na2CaSn2Ge3O12,10.1016/j.dyepig.2018.03.018,2018,test
997,"['MnO2', 'Na2CO3', 'NiO', 'RuO2']",Na1.2Mn0.2Ru0.4Ni0.2O2,10.1016/j.elecom.2017.12.029,2018,test
998,"['Bi2O3', 'CaO', 'ZnO']",CaZnBi2O5,10.1016/j.electacta.2017.12.041,2018,test
999,"['Bi2O3', 'SiO2', 'ZnO']",ZnSiBi2O6,10.1016/j.electacta.2017.12.041,2018,test
1000,"['Li2CO3', 'SiO2', 'V2O5']",Li3.6V0.4Si0.6O4,10.1016/j.electacta.2018.01.122,2018,test
1001,"['MoO3', 'SrCO3', 'V2O5']",Sr1.9VMoO6,10.1016/j.electacta.2018.04.066,2018,test
1002,"['Co(NO3)2', 'Fe2O3', 'La(NO3)3', 'Nb2O5', 'SrCO3']",Sr0.5La0.5Nb0.1Fe0.45Co0.45O3,10.1016/j.electacta.2018.05.019,2018,test
1003,"['Fe', 'NaP(HO2)2']",Na4Fe3P4O15,10.1016/j.electacta.2018.05.034,2018,test
1004,"['Cu', 'Pd']",Pd25Cu75,10.1016/j.electacta.2018.07.081,2018,test
1005,"['Cu', 'Pd']",Pd20Cu80,10.1016/j.electacta.2018.07.081,2018,test
1006,"['Cu', 'Pd']",Pd15Cu85,10.1016/j.electacta.2018.07.081,2018,test
1007,"['B2O3', 'Li2CO3', 'V2O5']",Li0.1791V0.2836B0.1343O1,10.1016/j.electacta.2018.08.008,2018,test
1008,"['CaCO3', 'Cr2O3', 'MoO3']",Ca2MoCrO6,10.1016/j.electacta.2018.09.102,2018,test
1009,"['MgO', 'Mn2O3']",MgMnO3,10.1016/j.fuel.2018.05.111,2018,test
1010,"['Al(HO)3', 'Fe2O3']",Fe2Al2O3.075,10.1016/j.fuproc.2017.11.018,2018,test
1011,"['TiC', 'Y2O3']",Y2TiCO3,10.1016/j.fusengdes.2017.12.002,2018,test
1012,"['La2O3', 'MnCO3', 'SrCO3', 'TiO2']",Sr0.6La0.4Ti0.6Mn0.4O3,10.1016/j.ijhydene.2017.11.024,2018,test
1013,"['Co', 'Ti', 'Zr']",Zr0.8Ti0.2Co,10.1016/j.ijhydene.2017.11.151,2018,test
1014,"['Co', 'Fe', 'Ti', 'Zr']",Zr0.8Ti0.2Fe0.1Co0.9,10.1016/j.ijhydene.2017.11.151,2018,test
1015,"['Co', 'Fe', 'Ti', 'Zr']",Zr0.8Ti0.2Fe0.2Co0.8,10.1016/j.ijhydene.2017.11.151,2018,test
1016,"['Co', 'Fe', 'Ti', 'Zr']",Zr0.8Ti0.2Fe0.3Co0.7,10.1016/j.ijhydene.2017.11.151,2018,test
1017,"['Gd', 'Ni']",Gd5Ni19,10.1016/j.ijhydene.2017.11.166,2018,test
1018,"['CaCO3', 'Co3O4']",Ca9Co12O28,10.1016/j.ijhydene.2017.12.040,2018,test
1019,"['Fe2O3', 'MoO3', 'SrCO3', 'TiO2']",Sr2TiMo0.5Fe0.5O6,10.1016/j.ijhydene.2017.12.134,2018,test
1020,"['Al', 'Mg']",Mg90Al10,10.1016/j.ijhydene.2018.02.086,2018,test
1021,"['Gd2O3', 'Lu2O3', 'SiO2', 'Tm2O3', 'Y2O3']",Lu0.776Tm0.06Gd0.776Y0.388SiO5,10.1016/j.infrared.2017.11.013,2018,test
1022,"['Ge', 'I', 'Sb', 'Se']",Ge23Sb10Se67,10.1016/j.infrared.2017.11.020,2018,test
1023,"['Ge', 'Se']",Ge40Se60,10.1016/j.infrared.2018.02.004,2018,test
1024,"['As', 'Ge', 'Se']",Ge15As25Se60,10.1016/j.infrared.2018.02.004,2018,test
1025,"['Mo', 'Nb']",Nb86Mo14,10.1016/j.jallcom.2018.04.235,2018,test
1026,"['Mo', 'Nb', 'Ru']",Nb86Mo7Ru7,10.1016/j.jallcom.2018.04.235,2018,test
1027,"['Cr', 'Fe', 'Zr']",ZrCrFe,10.1016/j.jallcom.2018.04.250,2018,test
1028,"['PH6NO4', 'SrCO3', 'SrF2']",Sr5P3O12F,10.1016/j.jallcom.2018.04.271,2018,test
1029,"['Eu2O3', 'PH6NO4', 'SrCO3', 'SrF2']",Sr4.998Eu0.002P3O12F,10.1016/j.jallcom.2018.04.271,2018,test
1030,"['Eu2O3', 'PH6NO4', 'SrCO3', 'SrF2']",Sr4.998Eu0.002P3O12F,10.1016/j.jallcom.2018.04.271,2018,test
1031,"['Eu2O3', 'PH6NO4', 'SrCO3', 'SrF2']",Sr4.995Eu0.005P3O12F,10.1016/j.jallcom.2018.04.271,2018,test
1032,"['Eu2O3', 'PH6NO4', 'SrCO3', 'SrF2']",Sr4.98Eu0.02P3O12F,10.1016/j.jallcom.2018.04.271,2018,test
1033,"['Eu2O3', 'PH6NO4', 'SrCO3', 'SrF2']",Sr4.96Eu0.04P3O12F,10.1016/j.jallcom.2018.04.271,2018,test
1034,"['La2O3', 'Li2CO3', 'MnO2', 'Nb2O5']",LiLa2Nb0.995Mn0.005O6,10.1016/j.jallcom.2018.04.295,2018,test
1035,"['La2O3', 'Li2CO3', 'MnO2', 'Nb2O5']",LiLa2Nb0.99Mn0.01O6,10.1016/j.jallcom.2018.04.295,2018,test
1036,"['In2O3', 'MgO', 'PH9(NO2)2']",Mg3In4P6O24,10.1016/j.jallcom.2018.05.079,2018,test
1037,"['Eu2O3', 'In2O3', 'MgO', 'PH9(NO2)2', 'Tb4O7']",Mg3Tb0.12Eu0.02In3.86P6O24,10.1016/j.jallcom.2018.05.079,2018,test
1038,"['Eu2O3', 'In2O3', 'MgO', 'PH9(NO2)2', 'Tb4O7']",Mg3Tb0.12Eu0.032In3.848P6O24,10.1016/j.jallcom.2018.05.079,2018,test
1039,"['Eu2O3', 'In2O3', 'MgO', 'PH9(NO2)2', 'Tb4O7']",Mg3Tb0.12Eu0.048In3.832P6O24,10.1016/j.jallcom.2018.05.079,2018,test
1040,"['Eu2O3', 'In2O3', 'MgO', 'PH9(NO2)2', 'Tb4O7']",Mg3Tb0.12Eu0.06In3.82P6O24,10.1016/j.jallcom.2018.05.079,2018,test
1041,"['Eu2O3', 'In2O3', 'MgO', 'PH9(NO2)2', 'Tb4O7']",Mg3Tb0.12Eu0.08In3.8P6O24,10.1016/j.jallcom.2018.05.079,2018,test
1042,"['Eu2O3', 'In2O3', 'MgO', 'PH9(NO2)2']",Mg3Eu0.04In3.96P6O24,10.1016/j.jallcom.2018.05.079,2018,test
1043,"['Eu2O3', 'In2O3', 'MgO', 'PH9(NO2)2']",Mg3Eu0.06In3.94P6O24,10.1016/j.jallcom.2018.05.079,2018,test
1044,"['Eu2O3', 'In2O3', 'MgO', 'PH9(NO2)2']",Mg3Eu0.08In3.92P6O24,10.1016/j.jallcom.2018.05.079,2018,test
1045,"['Eu2O3', 'In2O3', 'MgO', 'PH9(NO2)2']",Mg3Eu0.12In3.88P6O24,10.1016/j.jallcom.2018.05.079,2018,test
1046,"['Eu2O3', 'In2O3', 'MgO', 'PH9(NO2)2']",Mg3Eu0.2In3.8P6O24,10.1016/j.jallcom.2018.05.079,2018,test
1047,"['Eu2O3', 'In2O3', 'MgO', 'PH9(NO2)2']",Mg3Eu0.28In3.72P6O24,10.1016/j.jallcom.2018.05.079,2018,test
1048,"['Eu2O3', 'In2O3', 'MgO', 'PH9(NO2)2']",Mg3Eu0.36In3.64P6O24,10.1016/j.jallcom.2018.05.079,2018,test
1049,"['Eu2O3', 'In2O3', 'MgO', 'PH9(NO2)2']",Mg3Eu0.44In3.56P6O24,10.1016/j.jallcom.2018.05.079,2018,test
1050,"['In2O3', 'MgO', 'PH9(NO2)2', 'Tb4O7']",Mg3Tb0.08In3.92P6O24,10.1016/j.jallcom.2018.05.079,2018,test
1051,"['In2O3', 'MgO', 'PH9(NO2)2', 'Tb4O7']",Mg3Tb0.12In3.88P6O24,10.1016/j.jallcom.2018.05.079,2018,test
1052,"['In2O3', 'MgO', 'PH9(NO2)2', 'Tb4O7']",Mg3Tb0.16In3.84P6O24,10.1016/j.jallcom.2018.05.079,2018,test
1053,"['In2O3', 'MgO', 'PH9(NO2)2', 'Tb4O7']",Mg3Tb0.2In3.8P6O24,10.1016/j.jallcom.2018.05.079,2018,test
1054,"['In2O3', 'MgO', 'PH9(NO2)2', 'Tb4O7']",Mg3Tb0.24In3.76P6O24,10.1016/j.jallcom.2018.05.079,2018,test
1055,"['In2O3', 'MgO', 'PH9(NO2)2', 'Tb4O7']",Mg3Tb0.32In3.68P6O24,10.1016/j.jallcom.2018.05.079,2018,test
1056,"['Eu2O3', 'In2O3', 'MgO', 'PH9(NO2)2', 'Tb4O7']",Mg3Tb0.04Eu0.04In3.92P6O24,10.1016/j.jallcom.2018.05.079,2018,test
1057,"['Eu2O3', 'In2O3', 'MgO', 'PH9(NO2)2', 'Tb4O7']",Mg3Tb0.08Eu0.04In3.88P6O24,10.1016/j.jallcom.2018.05.079,2018,test
1058,"['Eu2O3', 'In2O3', 'MgO', 'PH9(NO2)2', 'Tb4O7']",Mg3Tb0.12Eu0.032In3.848P6O24,10.1016/j.jallcom.2018.05.079,2018,test
1059,"['Eu2O3', 'In2O3', 'MgO', 'PH9(NO2)2', 'Tb4O7']",Mg3Tb0.16Eu0.04In3.8P6O24,10.1016/j.jallcom.2018.05.079,2018,test
1060,"['Eu2O3', 'In2O3', 'MgO', 'PH9(NO2)2', 'Tb4O7']",Mg3Tb0.2Eu0.04In3.76P6O24,10.1016/j.jallcom.2018.05.079,2018,test
1061,"['Eu2O3', 'In2O3', 'MgO', 'PH9(NO2)2', 'Tb4O7']",Mg3Tb0.24Eu0.04In3.72P6O24,10.1016/j.jallcom.2018.05.079,2018,test
1062,"['Eu2O3', 'In2O3', 'MgO', 'PH9(NO2)2', 'Tb4O7']",Mg3Tb0.28Eu0.04In3.68P6O24,10.1016/j.jallcom.2018.05.079,2018,test
1063,"['Al2O3', 'Nd2O3', 'SrCO3']",SrNd2Al2O7,10.1016/j.jallcom.2018.05.117,2018,test
1064,"['Co', 'Fe', 'S']",Fe0.5Co0.5S2,10.1016/j.jallcom.2018.05.118,2018,test
1065,"['Mg', 'Y', 'Zn']",Mg75Y15Zn10,10.1016/j.jallcom.2018.05.163,2018,test
1066,"['Mg', 'Y', 'Zn']",Mg97Y2Zn,10.1016/j.jallcom.2018.05.163,2018,test
1067,"['As2S3', 'BaS', 'CdS']",BaCd2As2S6,10.1016/j.jallcom.2018.05.212,2018,test
1068,"['Bi2O3', 'MnCO3', 'Nb2O5']",Nb1.2Mn1.2Bi1.6O7,10.1016/j.jallcom.2018.05.258,2018,test
1069,"['Ga2O3', 'ZnO']",Zn9Ga2O12,10.1016/j.jallcom.2018.05.260,2018,test
1070,"['La2O3', 'Li2CO3', 'Mg5H2(C2O7)2', 'MoO3', 'WO3']",LiMgLaW0.7Mo0.3O6,10.1016/j.jallcom.2018.05.306,2018,test
1071,"['La2O3', 'Li2CO3', 'Mg5H2(C2O7)2', 'WO3']",LiMgLaWO6,10.1016/j.jallcom.2018.05.306,2018,test
1072,"['Co3O4', 'Eu2O3', 'Mn2O3']",EuMn0.5Co0.5O3,10.1016/j.jallcom.2018.06.050,2018,test
1073,"['BaCO3', 'Na2CO3', 'PH9(NO2)2']",NaBaP3O9,10.1016/j.jallcom.2018.06.066,2018,test
